p_pick_sec,s_pick_sec,denoised_channels
87.72000122070312,238.27999877929688,0.0
238.32000732421875,133.1999969482422,1.0
97.68000030517578,108.68000030517578,2.0
99.23999786376953,125.0,3.0
48.040000915527344,64.83999633789062,4.0
7.400000095367432,122.27999877929688,5.0
53.15999984741211,74.0,6.0
38.31999969482422,124.08000183105469,7.0
43.91999816894531,73.12000274658203,8.0
65.95999908447266,0.0,9.0
44.20000076293945,74.5999984741211,10.0
64.5999984741211,74.19999694824219,11.0
192.0800018310547,195.8000030517578,12.0
130.16000366210938,134.1199951171875,13.0
130.47999572753906,72.08000183105469,14.0
12.039999961853027,159.44000244140625,15.0
52.91999816894531,77.95999908447266,16.0
52.720001220703125,76.72000122070312,17.0
52.959999084472656,75.27999877929688,18.0
53.040000915527344,78.16000366210938,19.0
52.91999816894531,78.80000305175781,20.0
52.84000015258789,77.5199966430664,21.0
52.7599983215332,77.83999633789062,22.0
52.79999923706055,77.83999633789062,23.0
52.599998474121094,79.12000274658203,24.0
10.920000076293945,10.760000228881836,25.0
53.560001373291016,77.83999633789062,26.0
53.040000915527344,77.16000366210938,27.0
52.84000015258789,78.63999938964844,28.0
53.31999969482422,77.80000305175781,29.0
53.880001068115234,78.23999786376953,30.0
53.7599983215332,79.95999908447266,31.0
52.84000015258789,73.19999694824219,32.0
52.84000015258789,78.12000274658203,33.0
53.08000183105469,71.91999816894531,34.0
53.63999938964844,72.08000183105469,35.0
53.36000061035156,71.5999984741211,36.0
53.279998779296875,71.5999984741211,37.0
53.84000015258789,83.87999725341797,38.0
53.68000030517578,70.87999725341797,39.0
53.720001220703125,78.63999938964844,40.0
45.79999923706055,169.39999389648438,41.0
52.720001220703125,224.27999877929688,42.0
52.36000061035156,239.9600067138672,43.0
52.720001220703125,131.72000122070312,44.0
53.47999954223633,131.63999938964844,45.0
53.47999954223633,86.76000213623047,46.0
52.959999084472656,87.12000274658203,47.0
53.400001525878906,87.5999984741211,48.0
52.720001220703125,87.80000305175781,49.0
52.439998626708984,87.91999816894531,50.0
87.76000213623047,88.04000091552734,51.0
100.83999633789062,130.0399932861328,52.0
86.0,87.76000213623047,53.0
54.7599983215332,86.44000244140625,54.0
54.31999969482422,87.16000366210938,55.0
52.599998474121094,83.68000030517578,56.0
53.0,84.68000030517578,57.0
52.720001220703125,84.16000366210938,58.0
52.08000183105469,90.83999633789062,59.0
52.2400016784668,91.19999694824219,60.0
52.720001220703125,78.19999694824219,61.0
52.959999084472656,77.0,62.0
53.279998779296875,77.87999725341797,63.0
52.79999923706055,76.04000091552734,64.0
52.599998474121094,76.16000366210938,65.0
54.400001525878906,76.4000015258789,66.0
52.31999969482422,76.55999755859375,67.0
52.2400016784668,76.72000122070312,68.0
52.040000915527344,77.19999694824219,69.0
52.040000915527344,77.31999969482422,70.0
52.040000915527344,220.0800018310547,71.0
51.599998474121094,220.72000122070312,72.0
51.7599983215332,220.63999938964844,73.0
52.400001525878906,220.9600067138672,74.0
53.0,222.1199951171875,75.0
53.599998474121094,225.16000366210938,76.0
52.91999816894531,78.12000274658203,77.0
52.880001068115234,57.959999084472656,78.0
53.0,53.79999923706055,79.0
52.880001068115234,53.84000015258789,80.0
53.279998779296875,55.79999923706055,81.0
53.31999969482422,55.7599983215332,82.0
53.439998626708984,56.20000076293945,83.0
53.040000915527344,57.400001525878906,84.0
52.52000045776367,56.560001373291016,85.0
52.47999954223633,55.7599983215332,86.0
52.439998626708984,55.68000030517578,87.0
52.08000183105469,55.0,88.0
52.0,218.44000244140625,89.0
52.040000915527344,218.9600067138672,90.0
52.2400016784668,83.55999755859375,91.0
52.31999969482422,224.9199981689453,92.0
52.47999954223633,56.15999984741211,93.0
52.47999954223633,55.68000030517578,94.0
52.31999969482422,56.31999969482422,95.0
52.84000015258789,56.2400016784668,96.0
52.91999816894531,56.15999984741211,97.0
52.720001220703125,222.1999969482422,98.0
53.2400016784668,62.31999969482422,99.0
53.68000030517578,53.599998474121094,100.0
131.24000549316406,170.0,101.0
130.9600067138672,194.9199981689453,102.0
210.47999572753906,212.67999267578125,103.0
239.0800018310547,112.72000122070312,104.0
54.2400016784668,54.119998931884766,105.0
53.63999938964844,131.39999389648438,106.0
53.31999969482422,239.9600067138672,107.0
53.0,224.83999633789062,108.0
52.52000045776367,135.8800048828125,109.0
52.119998931884766,221.36000061035156,110.0
52.2400016784668,56.599998474121094,111.0
52.08000183105469,56.880001068115234,112.0
52.279998779296875,215.72000122070312,113.0
52.2400016784668,216.16000366210938,114.0
52.15999984741211,217.52000427246094,115.0
52.20000076293945,222.67999267578125,116.0
52.2400016784668,54.63999938964844,117.0
52.36000061035156,222.55999755859375,118.0
52.84000015258789,56.79999923706055,119.0
52.720001220703125,217.0800018310547,120.0
52.599998474121094,57.36000061035156,121.0
52.599998474121094,216.83999633789062,122.0
53.2400016784668,221.60000610351562,123.0
53.36000061035156,77.27999877929688,124.0
53.2400016784668,221.55999755859375,125.0
52.7599983215332,215.72000122070312,126.0
52.400001525878906,55.52000045776367,127.0
52.720001220703125,216.0,128.0
52.400001525878906,220.0,129.0
52.400001525878906,53.84000015258789,130.0
53.15999984741211,219.60000610351562,131.0
53.63999938964844,216.8800048828125,132.0
54.880001068115234,56.36000061035156,133.0
53.31999969482422,53.959999084472656,134.0
53.0,53.15999984741211,135.0
56.040000915527344,80.12000274658203,136.0
52.720001220703125,215.0800018310547,137.0
52.560001373291016,215.52000427246094,138.0
52.560001373291016,214.72000122070312,139.0
52.7599983215332,215.1999969482422,140.0
52.91999816894531,214.75999450683594,141.0
52.15999984741211,220.52000427246094,142.0
52.040000915527344,220.32000732421875,143.0
51.79999923706055,92.04000091552734,144.0
53.439998626708984,115.08000183105469,145.0
52.2400016784668,17.639999389648438,146.0
55.959999084472656,149.9199981689453,147.0
83.87999725341797,83.55999755859375,148.0
56.2400016784668,56.20000076293945,149.0
131.72000122070312,145.83999633789062,150.0
128.32000732421875,144.83999633789062,151.0
100.55999755859375,212.0,152.0
127.55999755859375,137.60000610351562,153.0
176.75999450683594,135.1199951171875,154.0
38.91999816894531,0.0,155.0
